NAICs,STATE,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000
423430,WV,19,19,19,18,19,23,27,32,37,43,45
425110,WV,12,13,15,14,14,12,13,16,15,19,20
443120,WV,43,52,53,57,59,69,73,0,91,97,*
454111,WV,16,15,12,10,9,9,9,0,0,0,*
51,WV,768,763,769,791,779,785,774,850,874,899,891
511210,WV,10,11,11,17,16,16,15,16,16,0,*
518,WV,67,65,66,67,91,91,89,85,83,94,101
519130,WV,19,11,10,9,*,*,*,*,*,*,*
52,WV,2402,2385,2418,2412,2339,2324,2274,2254,2252,2225,2162
522320,WV,12,12,13,11,11,10,9,0,0,0,*
54151,WV,588,541,495,431,379,345,305,298,317,359,323
611420,WV,2,2,4,4,5,7,7,8,7,7,7
811212,WV,34,33,38,37,37,37,38,36,38,40,37
811213,WV,10,8,9,7,9,8,9,9,9,10,11
10,WI,319006,321109,327834,326180,328719,329754,322569,319616,311736,303506,296822
11,WI,2204,2156,2123,2047,2005,1989,1923,1943,1888,1852,1793
323115,WI,77,82,84,82,79,74,74,72,71,72,72
33411,WI,25,22,23,24,22,23,23,27,27,30,25
334611,WI,8,9,11,12,13,17,19,0,0,0,*
423430,WI,298,309,336,353,379,432,457,512,495,470,419
425110,WI,40,41,50,57,61,64,72,83,93,102,108
443120,WI,132,144,154,161,173,184,194,202,228,238,253
454111,WI,130,125,112,97,70,58,45,0,0,0,*
51,WI,2138,2175,2246,2268,2297,2319,2267,2263,2165,2151,2054
511210,WI,216,205,209,212,218,211,197,212,196,194,185
518,WI,166,155,155,158,238,244,249,269,270,297,279
519130,WI,69,72,70,63,*,*,*,*,*,*,*
52,WI,8278,8448,8647,8672,8711,8551,8522,8494,8108,7507,7163
522320,WI,60,61,67,60,58,58,48,37,28,24,24
54151,WI,2102,2136,2184,2098,2006,1998,1924,1983,1907,1866,1667
611420,WI,29,30,33,34,39,44,46,46,0,0,*
811212,WI,109,107,117,110,99,97,94,93,87,87,84
811213,WI,21,20,22,21,20,21,20,26,27,29,28
10,WY,51533,51657,51558,50433,49225,47501,46322,45144,44499,44000,43004
11,WY,462,452,431,424,418,406,391,377,377,376,360
323115,WY,1,1,2,1,1,2,1,0,0,0,*
33411,WY,1,1,1,1,2,3,4,0,0,0,*
423430,WY,13,15,14,12,9,9,9,11,12,14,16
425110,WY,5,6,7,7,13,8,9,11,0,16,16
443120,WY,30,33,31,32,31,33,39,43,0,0,43
454111,WY,14,17,19,17,14,12,13,0,0,0,*
51,WY,399,401,398,417,425,415,419,405,37,35,389
511210,WY,5,4,3,4,6,8,11,11,13,0,*
518,WY,25,21,21,24,45,40,38,32,29,27,28
519130,WY,13,11,9,11,*,*,*,*,*,*,*
52,WY,1131,1093,1075,1052,1007,983,937,913,888,844,863
522320,WY,7,7,7,5,4,4,5,0,0,0,*
54151,WY,257,255,258,242,211,178,165,157,156,167,153
611420,WY,1,*,1,2,4,3,7,7,7,0,*
811212,WY,8,10,11,12,22,19,19,20,23,24,23
811213,WY,4,4,3,2,3,5,8,8,10,11,10
10,PR,101169,105512,117810,126551,123764,116404,107605,105065,97923,105473,105100
11,PR,2169,2320,2824,3262,3057,2874,2746,2773,2751,3067,3211
323115,PR,11,12,14,15,14,11,9,6,7,6,*
33411,PR,5,5,5,5,5,5,4,0,0,0,*
334611,PR,3,3,3,4,3,2,1,0,0,0,*
423430,PR,19,22,27,34,31,28,25,27,26,27,26
425110,PR,12,14,18,23,29,32,37,43,45,52,60
443120,PR,174,197,226,246,244,221,203,208,192,221,227
454111,PR,7,7,9,8,8,6,5,5,0,0,*
51,PR,572,558,525,566,572,552,506,514,509,541,531
511210,PR,5,5,5,5,3,2,1,*,*,*,*
518,PR,28,27,33,41,70,69,69,71,71,85,78
519130,PR,12,13,13,11,*,*,*,*,*,*,*
52,PR,1784,1868,2077,2166,2038,1820,1750,1779,1766,1809,1772
522320,PR,23,23,24,25,23,21,15,17,16,19,24
54151,PR,303,301,341,337,311,287,257,232,180,195,188
611420,PR,14,13,14,16,16,16,17,19,18,22,22
811212,PR,39,46,49,48,46,48,46,43,35,38,31
811213,PR,17,17,18,19,21,22,22,22,13,14,14
10,VI,7382,7316,7391,7272,7026,7132,6660,6536,6603,6604,6389
11,VI,14,13,16,13,16,16,17,0,0,0,*
323115,VI,2,2,2,2,2,1,1,*,*,*,*
33411,VI,*,*,*,*,0,1,1,0,*,*,*
334611,VI,*,*,*,*,*,*,*,0,0,0,*
425110,VI,*,*,*,*,*,*,*,*,0,0,*
443120,VI,6,7,7,7,6,6,6,0,0,0,*
454111,VI,*,*,*,*,*,*,1,0,0,0,*
51,VI,52,50,51,60,53,55,49,47,45,48,48
511210,VI,1,1,1,1,1,*,0,0,0,0,*
518,VI,3,2,1,1,8,8,6,0,0,0,*
519130,VI,7,4,3,3,*,*,*,*,*,*,*
52,VI,138,140,144,135,135,138,129,125,121,102,97
522320,VI,3,2,3,1,1,2,2,0,0,0,*
54151,VI,24,20,17,19,12,10,7,7,6,8,*
611420,VI,*,*,*,*,*,*,*,*,0,0,*
811212,VI,4,3,4,5,4,3,3,0,0,0,*
811213,VI,1,1,*,0,1,1,1,0,0,0,*
