NAICs,STATE,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000
10,TX,22183206,22082806,22646948,22163951,21525214,20823599,20274974,20037833,20121198,20263746,20104372
11,TX,58134,58138,61235,62260,62731,64755,63416,63845,65391,65967,68121
323115,TX,1573,1339,1319,957,907,957,928,917,941,990,1072
33411,TX,16350,16404,18400,19498,20165,21677,21668,22157,24094,29457,33250
334611,TX,1002,1019,1119,1172,1057,1085,1193,1144,1191,1674,1754
423430,TX,36710,36123,40256,41206,39850,38971,37890,37673,37912,41668,43050
425110,TX,3810,4305,4895,4794,4736,4786,5213,5416,6356,7106,6916
443120,TX,8158,8057,11443,11854,11552,12435,12457,12370,14577,18585,19642
454111,TX,6612,7010,7732,7558,7197,6794,5966,6090,5683,6078,5253
51,TX,202680,212478,224096,228595,229959,229734,232708,245419,255849,276105,278391
511210,TX,16425,16617,17437,17278,17350,16700,16820,17735,19794,20688,20993
518,TX,25772,26239,28916,29623,36708,34897,35225,36633,38921,42647,42574
519130,TX,2824,2563,2325,2232,*,*,*,*,*,*,*
52,TX,447240,447302,455744,453899,443685,428222,415627,407700,399334,392171,384482
522320,TX,7203,6590,6455,6329,5898,5007,3844,3919,3669,4273,4262
54151,TX,101503,98599,101741,92499,84867,77541,73029,69598,74347,84446,84965
611420,TX,1166,1187,1341,1470,1624,1792,1608,1644,2016,2566,2853
811212,TX,5534,5410,5176,5185,5795,5920,5826,5590,5361,5407,5636
811213,TX,2088,2291,2259,1997,2043,2129,1748,1486,1765,1998,2000
10,UT,2506221,2517916,2641610,2633293,2533632,2420826,2330583,2268772,2267247,2280372,2261448
11,UT,4399,4456,4490,4528,4437,4405,4287,4178,4137,4101,3967
323115,UT,308,280,291,272,271,251,238,227,216,207,245
33411,UT,535,554,547,612,599,688,736,1255,1540,3181,3576
334611,UT,483,397,568,619,610,672,631,702,982,1392,461
423430,UT,1624,1833,1760,1491,1360,1341,1169,1150,1623,1895,1584
425110,UT,331,398,396,387,452,408,439,441,587,609,553
443120,UT,1239,1234,1458,1493,1478,1500,1842,1797,1937,2073,2382
454111,UT,3490,2965,2649,1970,1681,1201,920,698,0,0,*
51,UT,29330,29603,30769,32455,32502,32050,30136,29940,30883,33361,35770
511210,UT,5481,5488,5698,5611,5353,5098,4726,4749,4845,5348,5800
518,UT,6714,5953,5419,5011,7760,7983,7129,6932,6941,7764,8803
519130,UT,1779,1514,1842,1871,*,*,*,*,*,*,*
52,UT,51860,54538,56069,56361,53887,51250,49786,49712,48806,48144,45108
522320,UT,1126,1548,1620,1254,1088,856,714,640,394,369,325
54151,UT,14987,15212,15818,14612,13335,12196,10920,10750,10518,12491,12926
611420,UT,0,0,285,273,261,0,0,0,0,0,*
811212,UT,301,243,262,282,353,330,320,294,307,436,437
811213,UT,138,153,201,211,199,208,226,207,224,245,297
10,VT,638937,637443,657605,658868,658022,652999,647305,638590,639803,644107,638600
11,VT,2488,2513,2456,2362,2324,2313,2281,2170,2156,2234,2145
323115,VT,20,20,22,42,0,0,0,0,0,0,*
33411,VT,0,0,0,0,0,0,135,142,168,165,148
334611,VT,0,9,9,9,9,0,0,0,0,0,*
423430,VT,101,248,98,93,88,121,253,300,88,105,104
425110,VT,41,37,30,0,0,0,0,0,0,19,*
443120,VT,91,98,247,329,343,381,335,315,379,325,312
454111,VT,99,0,130,122,0,0,68,56,39,76,99
51,VT,5516,5668,5939,6055,6178,6348,6479,6616,115,6831,6825
511210,VT,243,248,254,291,281,264,272,276,264,245,200
518,VT,555,598,638,616,746,817,866,789,757,681,799
519130,VT,190,199,233,220,*,*,*,*,*,*,*
52,VT,8976,9107,9346,9628,9713,9695,9789,9927,9874,9876,9009
522320,VT,22,0,0,0,0,0,0,0,0,10,*
54151,VT,3433,3212,2945,2753,2678,2496,2467,2207,2144,2279,2646
611420,VT,0,0,0,27,0,18,0,0,0,0,*
811212,VT,82,88,88,108,88,70,81,77,77,82,130
811213,VT,44,42,43,42,40,45,34,33,35,38,40
10,VA,7760153,7774092,8006042,8015782,7932358,7804505,7628284,7444289,7428395,7482506,7458686
11,VA,11728,11924,12138,12502,12691,13081,13077,12963,13585,14310,14329
323115,VA,0,0,0,162,0,0,144,126,125,225,*
33411,VA,683,721,806,1651,1511,1674,1872,2600,2758,4333,4834
334611,VA,16,18,0,52,0,0,90,737,801,931,925
423430,VA,7518,7755,8313,8719,8372,8263,7786,7497,7927,8533,8081
425110,VA,1837,1892,1870,1802,2264,2172,2258,2540,3057,3289,2934
443120,VA,2527,2424,2899,3352,3684,3705,3650,4082,4845,5371,5951
454111,VA,1120,1715,2031,1675,1706,1540,1419,1473,1691,1625,1559
51,VA,81300,86631,93274,96432,97603,99234,104807,105471,110374,123814,122676
511210,VA,4916,4884,5195,5210,4988,4911,8787,8273,8640,9839,10437
518,VA,10561,11168,12076,11699,19245,20067,23994,22595,23109,26632,25747
519130,VA,2057,2135,2275,2055,*,*,*,*,*,*,*
52,VA,120461,122189,127431,132262,134473,132545,129988,129654,126747,123658,122217
522320,VA,1052,1002,994,929,891,842,528,449,439,629,367
54151,VA,139738,138654,133785,126668,119288,108999,104839,98278,97229,101217,102556
611420,VA,1216,0,0,0,0,0,0,0,1313,1427,1705
811212,VA,1425,1446,1400,1136,1259,1358,1248,1119,1195,1385,1562
811213,VA,811,762,774,777,718,657,769,847,973,1081,942
10,WA,6142864,6197483,6422527,6360732,6204688,6034577,5888616,5801775,5777837,5859233,5866240
11,WA,87766,89780,86335,84864,84181,83393,82491,79045,76584,78111,81790
323115,WA,391,410,391,372,331,294,259,250,288,317,357
33411,WA,2446,2765,3368,3474,3589,3529,3483,3623,3866,6047,6202
334611,WA,0,0,0,79,75,64,75,101,112,203,220
423430,WA,5413,5592,5870,5753,5518,5391,5517,5288,6079,7001,6517
425110,WA,498,472,539,569,612,653,642,675,947,1176,1166
443120,WA,1684,1709,2023,2128,3513,3400,3307,3466,3434,4419,4300
454111,WA,8955,8053,7695,6750,6164,5362,4260,3890,3939,4166,6933
51,WA,107570,108390,110311,107224,102877,99324,96660,95701,97727,103103,102060
511210,WA,50819,51305,50744,47575,44580,41115,39059,37003,35782,35398,32323
518,WA,4315,4064,3962,4006,5481,4519,3521,3582,4492,6297,6803
519130,WA,4083,3604,3647,3088,*,*,*,*,*,*,*
52,WA,88410,92957,99455,102025,103607,102764,101103,101931,97144,97134,94756
522320,WA,999,840,785,767,756,734,744,653,578,555,679
54151,WA,33745,31449,32254,28917,24725,21499,20617,20197,22823,26494,28121
611420,WA,0,775,758,712,685,729,952,944,968,1070,1062
811212,WA,727,721,601,710,761,726,685,766,851,908,936
811213,WA,101,102,98,98,103,125,133,123,120,131,157
10,WV,1527575,1523780,1556942,1548742,1547669,1527397,1510250,1491353,1502039,1505479,1507235
11,WV,1781,1910,2034,2099,2140,2163,2389,2467,2634,2647,2784
323115,WV,0,0,0,0,0,0,0,*,*,*,*
33411,WV,*,*,*,*,*,*,0,0,0,0,*
334611,WV,0,0,0,0,0,0,0,0,0,12,*
423430,WV,154,170,213,231,231,205,187,254,282,318,344
425110,WV,55,61,68,66,54,72,91,79,68,68,62
443120,WV,0,203,0,0,0,243,298,0,401,479,*
454111,WV,417,0,0,0,0,0,0,0,0,0,*
51,WV,11432,11577,12269,12547,12646,12821,12789,13654,14441,15295,15185
511210,WV,15,16,16,14,17,21,22,30,32,0,*
518,WV,971,945,875,847,979,914,920,820,742,809,1017
519130,WV,24,24,23,24,*,*,*,*,*,*,*
52,WV,19581,20177,21039,21013,21272,20746,21256,21834,22296,21539,21512
522320,WV,0,23,22,19,219,0,0,0,0,0,*
54151,WV,3123,2763,2535,2423,2294,2273,2033,1868,1857,1866,1808
611420,WV,0,0,0,0,93,92,97,93,97,100,95
811212,WV,98,125,134,139,137,139,144,113,117,99,78
811213,WV,40,43,44,42,50,49,52,56,59,65,62
10,WI,5654185,5674811,5930169,5941557,5912361,5866947,5808918,5756528,5762301,5812458,5822056
11,WI,22293,21507,20993,19881,19059,18446,17874,17615,17384,16973,16234
323115,WI,661,722,852,933,909,897,869,849,784,805,799
33411,WI,2149,2136,2502,2626,2863,2705,2390,2531,2579,3169,3536
334611,WI,0,0,0,101,0,111,0,0,0,0,*
423430,WI,3567,3412,3926,3852,3973,3810,3746,3774,3977,4100,4256
425110,WI,179,236,293,290,250,241,369,698,803,822,920
443120,WI,979,1098,953,1162,1263,1258,1310,1330,1521,1637,1808
454111,WI,1790,1365,990,661,538,469,0,0,0,0,*
51,WI,48246,49416,51816,51818,50941,51541,51910,51450,52536,55117,54854
511210,WI,6763,6310,6050,5523,4855,4482,3792,2337,2271,3067,3161
518,WI,7991,7473,7509,7475,8038,7970,8480,8750,8967,9511,10189
519130,WI,236,258,295,223,*,*,*,*,*,*,*
52,WI,126204,129820,131618,131166,129641,128837,127775,126707,124262,122547,119550
522320,WI,1313,1890,2080,2180,2375,2105,1505,709,813,881,957
54151,WI,14497,14173,15134,15009,13747,13407,13182,14016,14203,14267,14533
611420,WI,247,0,0,0,0,114,203,192,0,0,*
811212,WI,628,580,523,548,476,472,420,472,516,543,529
811213,WI,143,148,143,134,132,137,136,169,179,266,291
10,WY,608228,614545,635424,616325,593217,568013,556331,541694,536821,531150,515980
11,WY,2409,2376,2339,2290,2313,2321,2360,2295,2340,2402,2282
323115,WY,0,0,0,0,0,0,0,0,0,0,*
33411,WY,0,0,0,0,0,0,0,0,0,0,*
423430,WY,48,46,43,38,46,42,40,59,71,69,73
425110,WY,0,0,39,37,51,57,58,66,0,67,38
443120,WY,0,0,0,0,0,0,141,142,0,0,163
454111,WY,25,0,0,0,0,0,0,0,0,0,*
51,WY,4546,4659,4696,4687,4817,4933,4926,4790,594,563,4557
511210,WY,0,0,0,0,0,0,16,24,60,0,*
518,WY,170,163,160,167,439,546,536,507,475,243,222
519130,WY,21,21,30,34,*,*,*,*,*,*,*
52,WY,6873,7143,7249,6991,6980,6841,6854,6747,6615,6161,6166
522320,WY,14,12,0,0,0,0,5,0,0,0,*
54151,WY,553,602,676,671,600,558,461,439,413,398,331
611420,WY,0,*,0,0,0,0,18,21,14,0,*
811212,WY,0,40,46,30,39,45,52,55,73,76,72
811213,WY,0,0,0,0,0,0,49,53,82,103,82
10,PR,2125808,2186059,2287261,2315404,2365879,2393349,2387990,2342312,2275868,2298131,2318945
11,PR,10631,10539,10582,10819,11317,11337,11664,11577,11229,11926,12667
323115,PR,70,63,69,87,90,73,66,58,50,60,*
33411,PR,0,0,143,0,582,720,721,0,0,0,*
334611,PR,0,0,0,0,0,0,0,0,0,0,*
423430,PR,323,322,339,389,402,446,475,574,570,605,545
425110,PR,37,47,55,56,102,132,159,193,209,224,239
443120,PR,1231,1151,1342,1658,1723,1698,1605,1555,1740,1878,2001
454111,PR,14,15,14,14,38,0,0,10,0,0,*
51,PR,18473,19505,20786,22245,22745,22777,22640,21454,21273,20943,20417
511210,PR,0,0,0,0,0,0,0,*,*,*,*
518,PR,2035,1966,2023,2127,2362,2298,2055,1511,1373,1602,1550
519130,PR,56,62,81,73,*,*,*,*,*,*,*
52,PR,31995,32536,33594,33849,35531,34873,33105,32073,30524,29821,29813
522320,PR,330,385,421,417,456,420,326,128,119,134,129
54151,PR,2785,2543,2478,2592,2487,2244,1978,1749,1483,1480,1477
611420,PR,287,256,229,230,225,221,224,228,276,340,392
811212,PR,202,216,189,208,196,229,335,284,281,268,288
811213,PR,116,179,164,278,285,183,172,336,316,327,312
10,VI,101545,100708,104727,104669,102710,101368,98801,96540,98728,100954,96279
11,VI,40,41,43,0,0,0,0,0,0,0,*
323115,VI,0,0,0,0,0,0,0,*,*,*,*
33411,VI,*,*,*,*,0,0,0,0,*,*,*
334611,VI,*,*,*,*,*,*,*,0,0,0,*
425110,VI,*,*,*,*,*,*,*,*,0,0,*
443120,VI,0,0,0,0,0,0,0,0,0,0,*
454111,VI,*,*,*,*,*,*,0,0,0,0,*
51,VI,768,764,777,801,822,0,913,905,935,957,949
511210,VI,0,0,0,0,0,*,0,0,0,0,*
518,VI,0,0,0,0,83,99,74,0,0,0,*
519130,VI,21,8,7,0,*,*,*,*,*,*,*
52,VI,1232,1334,1377,1356,1393,1424,1449,1371,1115,1069,1076
522320,VI,0,0,0,0,0,0,0,0,0,0,*
54151,VI,53,49,44,36,35,27,19,22,14,12,*
611420,VI,*,*,*,*,*,*,*,*,0,0,*
811212,VI,0,0,5,0,0,0,0,0,0,0,*
811213,VI,0,0,*,0,0,0,0,0,0,0,*
